actor,movie_or_TV_name
Carlos Hernan Romo,"Un Dia Para Vivir,Somos.,Yankee,Narcos: Mexico,El Chapo,El hotel de los secretos,El Señor de los Cielos,Lo que callamos las mujeres,Camelia La Texana,Emperatriz,Prófugas del destino,Capadocia,Las Aparicio,Vidas robadas,Vivir por ti,Marina"
Luis Alberti,"Caballero Águila,S.W.A.T.,Before I Forget,Touch the Sky,The Latin Boys: Volume 2,Throw Everything Into Play,Enemigo Íntimo,El Candidato,I Carry You with Me,Rosario Tijeras,Bronco, Un Éxito Indomable,Workforce,Mentada de Padre,Playing with Fire,Love Me Not,Narcos: Mexico,Fireflies,Selena's Secret,Guilt,El Cesar,Polar Bear,Otro muerto,Orizaba's Peak,Encarnación,Paco,Perseguidos,Tales of Mexico,Charity,A Selfie,The Similars,Matador,Como dice el dicho,Eisenstein in Guanajuato,I Don't Trust Men Anymore,Sr. Ávila,Carmín Tropical,Eddie Reynolds y Los Ángeles de Acero,Crónica de Castas,La vida de una diva,El lado oscuro de la luz,The Golden Dream,Pacientes,El Equipo,Cerro de la cruz"
Alberto Casablanca,"Noches con Platanito,Narcos: Mexico,Como dice el dicho"
Nat Faxon,"You Were Once Called Queen City,Gaslit,A League of Their Own,Star Wars: Detours,The Moon & Back,Our Flag Means Death,HouseBroken,Disenchantment,Blaze and the Monster Machines,The Conners,The Chicken Squad,Tacoma FD,Robot Chicken,Archibald's Next Big Thing Is Here,Yes Day,The Great North,Delilah,Captain Underpants: Mega Blissmas,It's Pony,The Epic Tales of Captain Underpants,The Epic Tales of Captain Underpants in Space,Solar Opposites,Mike Tyson Mysteries,Narcos: Mexico,Captain Underpants: Epic Choice-o-Rama,Harvey Girls Forever!,Family Guy,Charlie's Angels,The Spooky Tale of Captain Underpants Hack-a-Ween,Euphoria,Life in Pieces,Ready or Not,Catastrophe,Friends from College,The Kids Are Alright,The Guest Book,Father of the Year,Summer Camp Island,Dallas & Robo,SuperMansion,Nobodies,Life of the Party,Great News,Speechless,A Happening of Monumental Proportions,Dogs in a Park,Jeff & Some Aliens,TripTank,Black-ish,Operator,The Grinder,Married,Benched,Marry Me,Randy Cunningham: 9th Grade Ninja,Sex Tape,Tammy,Trophy Wife,American Dad!,Spy,Comedy Bang! Bang!,Ben and Kate,The Way Way Back,Cops Uncuffed,Freeloaders,Sketchy,The Babymakers,Up All Night,The Cleveland Show,Are You There, Chelsea?,Allen Gregory,Zookeeper,Bad Teacher,Happy Endings,MA Men,MA Men 2,Party Down,The Big D,The Burr Effect,Glenn Martin DDS,DJ & The Fro,The Slammin' Salmon,Happy Hour,Lower Learning,Mad Men,Hamlet 2,Walk Hard: The Dewey Cox Story,Lobby Lobster,My Name Is Earl,Beerfest,The TV Set,Reba,NCIS,Joey,Romy and Michele: In the Beginning,Untitled Phil Hendrie Project,Reno 911!,Significant Others,Club Dread,In My Opinion,Slackers,Orange County,The Medicine Show,Grosse Pointe,Rude Awakening"
Sinaí Segovia,"Súbito,Forgiveness,Narcos: Mexico,Quisiera hablarle,La Siberia,Malacopa,Enemigo Íntimo,El Señor de los Cielos,Como dice el dicho,Sátiros,Prohibido caminar en círculos,Lady of Steel"
Jorge A. Jimenez,"The Black Demon,Halfway to Somewhere,La Dama,Pancho Villa. El Centauro del Norte,Borrego,S.O.Z: Soldados o Zombies,La Civil,No Man's Land,Territorio,No One Left Behind,Crime Diaries: The Candidate,Alita: Battle Angel,Narcos: Mexico,No One Will Ever Know,Flesh & Blood,Border Cartel,Narcos,Queen of the South,Mercury Plains,Hostile Border,Galatea,La Sagrada Solución,Norte Estrecho,Shades of Gray,Words with Gods,Dogs in the Distance,From Dusk Till Dawn: The Series,Marco,Revolution,Killer Women,Machete Kills,Have You Seen Lupita?,Hermoso Silencio,El Pozo,Hunted by Night,Desdemona: A Love Story,Balls Out: Gary the Tennis Coach,Crash,2:22,The Lawless,Clemente,I Love Miami"
Fernanda Andrade,"Let the Right One In,Die Like Lovers,Next,Narcos: Mexico,Always Listening,Lying and Stealing,The First,NCIS: Los Angeles,Here and Now,Run for Your Life,The Beautiful Ones,North of Neon,Marvel's Most Wanted,From Dusk Till Dawn: The Series,Rizzoli & Isles,Goliath,Scorpion,Kingdom,Bedbug,NCIS,Law & Order: Special Victims Unit,Franklin & Bash,Red Widow,The Devil Inside,The Mentalist,Sons of Anarchy,The Glades,Chris Brown: Next to You ft. Justin Bieber,Law & Order: LA,Undercovers,CSI: NY,Why Am I Doing This?,Dicas de um Sedutor,Fallen,Kill Quincy Wright,Fallen,La americanita,CSI: Miami,The Suitor,For Love or Country: The Arturo Sandoval Story"
Mark Pinter,"Packed,With Child,Narcos: Mexico,Reverie,The Driver Is Red,Grace and Frankie,Mad Men,The Young and the Restless,NCIS: Los Angeles,Futurestates,General Hospital,Cold Case,Law & Order: Criminal Intent,Season of Youth,All My Children,Vanilla Sky,Law & Order: Special Victims Unit,Law & Order,Another World,The Eden Myth,Other People's Money,Hunter,Loving,As the World Turns,Guiding Light,Secrets of Midland Heights,Behind the Screen,Charlie's Angels,Hart to Hart,The Love Boat,Love of Life,Peyton Place '79,Crash,Barnaby Jones,Go West, Young Girl"
Eric Lange,"The Vanishings at Caddo Lake,Day Shift,Perry Mason,The Premise,Brand New Cherry Flavor,The Empty Man,Antebellum,Narcos: Mexico,Gone Hollywood,The Man in the High Castle,Unbelievable,Escape at Dannemora,Waco,Narcos,Wind River,Fear, Inc.,Grey's Anatomy,Masters of Sex,Danny Collins,Secrets and Lies,Bad Service,Bread and Butter,Stalker,Nightcrawler,The Bridge,Once Upon a Time,Protocol,Sam & Cat,Cult,CSI: Crime Scene Investigation,Castle,Grimm,Touch,Victorious,Easy to Assemble,The Tin Star,Major Crimes,Fringe,The Firm,Awake,Blue Like Jazz,Chuck,Pretty the Series,iParty with Victorious,CSI: Miami,My Friend Peter,True Blue,Twentysixmiles,Weeds,Outlaw,Secretariat,Dark Blue,Modern Family,You Don't Know Jack,Law & Order: Special Victims Unit,Monk,Lost,The Norton Avenue All-Stars,My Name Is Earl,Numb3rs,Bones,AM1200,Open Your Eyes,Mating Dance,Criminal Minds,Boston Legal,Journeyman,Entourage,The Perverts,Burn Notice,Brutal,Roner,Ghost Whisperer,Cold Case,The Bondage,NCIS,CSI: NY,ER,McBride: Anybody Here Murder Marty?,Without a Trace,The Bernie Mac Show,Judging Amy,JAG,The West Wing,LAX,Oliver Beene,The Shield,Paul Is Dead,All of Us,Wanda at Large,Firefly,Angel,The Bold and the Beautiful,High School High"
Antonio López Torres,"Somos.,New Order,El Señor de los Cielos,Yankee,Narcos: Mexico,Sinvivir,Lady of Steel,Érase una vez"
Alan Morán,"Narcos: Mexico,El Lecho de los Erizos"
Diana Geyer,"Narcos: Mexico,Los Súper Pérez"
Luis Eduardo Yee,"Que estés aquí,Narcos: Mexico,Father Pablo,Honest Days,Scorpio,Eco de trompeta,Bosco,The Eternal Feminine,Apnea,El silencio es bienvenido,La Hermandad,Sr. Ávila,Carreteras,The Precocious and Brief Life of Sabina Rivas"
Alejandro Guerrero,"Narcos: Mexico,Matando Cabos 2, La Máscara del Máscara,Rosario Tijeras,Brothers and Sisters,On Childhood,Línea nocturna,ADN: La prueba,El candidato"
Wagner Moura,"Civil War,Shining Girls,The Gray Man,Narcos: Mexico,Greenpeace: There's a Monster in My Kitchen,Sergio,Wasp Network,Marighella,American Experience,Narcos,Trash,Rio, I Love You,Futuro Beach,Bald Mountain,Elysium,A Menina Sem Qualidades,Father's Chair,The Man from the Future,Elite Squad 2: The Enemy Within,VIPs,Romance,Blackout,Ópera do Mallandro,Tropical Paradise,Elite Squad,Basic Sanitation, the Movie,Ó Pai, Ó: Look at This,JK,Desejo,Once in a Blue Moon,The Machine,Lower City,Programa Novo,Fragile Sex,Sitcom.br,Nina,The Middle of the World,Heavy Load,The Man of the Year,Carandiru,God Is Brazilian,The Three Marias,Behind the Sun,Woman on Top,Rádio Gogó,Danada de Sabida"
Jackie Earle Haley,"Where All Light Tends to Go,The Retirement Plan,The First Lady,No Future,Death of a Telemarketer,Alita: Battle Angel,Narcos: Mexico,The Tick,The Dark Tower,Preacher,London Has Fallen,The Birth of a Nation,Criminal Activities,The Evil Within,RoboCop,Parkland,Lincoln,Dark Shadows,Human Target,Louis,A Nightmare on Elm Street,Shutter Island,Watchmen: The End Is Nigh,Watchmen,Winged Creatures,Semi-Pro,All the King's Men,Little Children,Prophet of Evil: The Ervil LeBaron Story,Nemesis,Maniac Cop 3: Badge of Silence,Renegade,Dollman,Get a Life,Gravedale High,Oh, No! Not THEM!,Murder, She Wrote,MacGyver,The Zoo Gang,Whiz Kids,American Playhouse,Losin' It,Every Stray Dog and Kid,Breaking Away,Insight,The Love Boat,Breaking Away,The Bad News Bears Go to Japan,Damnation Alley,The Bad News Bears in Breaking Training,The Bad News Bears,The Waltons,The Day of the Locust,Shazam!,Planet of the Apes,Valley of the Dinosaurs,Marcus Welby, M.D.,The Partridge Family,The Outside Man,Wait Till Your Father Gets Home,The Carol Burnett Show"
Ricardo Velderrain,"Decorum,Mi mamá se fue con las vacas,Guerra de Likes,Narcos: Mexico,Monarca,Selena's Secret,José José: El príncipe de la canción,Las hijas del narco,40 y 20,Locked Up Abroad,Anubis,Niñas Mal 2,El Señor de los Cielos,Los héroes del norte"
Tamara Guzmán,"A Quien Cierra Los Ojos,Dulces Tentaciones,Como dice el dicho,Narcos: Mexico,Un Dia Para Vivir,The Search for Frida,Esta historia me suena,Un poquito tuyo,Las Buchonas de tierra blanca,An Unknown Enemy,La taxista,Más Allá del Miedo,Papis muy padres,Chicorrey,Érase una vez,Un día cualquiera,Bleak Street,UEPA: Un Escenario Para Amar,Destino,Amor Sin Reserva,Las Bravo,Huérfanas,Fierce Angel,Secretos del alma,Cambio de vida,Cielo,La heredera,Belinda,Sin permiso de tus padres,Agua y aceite"
Tania Arredondo,"Un Dia Para Vivir,Narcos: Mexico,Mi mejor regalo,The Well,Hombre tenías que ser,Bienvenida Realidad,Cada quien su santo,El cártel,Tengo todo excepto a ti,Montecristo,Belinda,El secreto oculto,Un nuevo amor,When You Are Mine,Agua y aceite,Lo que callamos las mujeres,Bride's Avenue,Romántica Obsesión"
Claudio Lafarga,"2+2,Malverde: El Santo Patrón,Narcos: Mexico,The Waiter,Esta historia me suena,Barbara's Sins,Médicos, línea de vida,Preso No. 1,Cita a ciegas,Sitiados: México,Rosario Tijeras,Guerra de Idolos,El que busca, encuentra,Perseguidos,Un día cualquiera,Treintona, Soltera y Fantástica,Caminos de Guanajuato,Los Miserables,Alice in Marialand,Perfect Obedience,Hombre tenías que ser,XY. La revista,Viernes de Ánimas: El camino de las flores,Capadocia,2033,Emprendedores,Tus amigos,Estamos por todos lados"
Pedro Hernández,"Santa Bárbara,The Black Minutes,Drunken Birds,Operación Camarón,The Innocent,La Nueva Normalidad,False Identity,Narcos: Mexico,I Carry You with Me,Terminator: Dark Fate,En el corredor de la muerte,Falco,Tiempo de lluvia,Here on Earth,Betrayal,Esmeralda's Twilight,Sinvivir,Érase una vez,Vuelve Temprano,Bienvenido Hermano,La familia Hernández Cruz,The Load,Aves de paso,El Señor de los Cielos,La banqueta,Morelos,La Teniente,Paramedicos,Estado de Gracia,Botas de cocodrilo,El Sexo Débil,Capadocia,Los Minondo,El Octavo Mandamiento,Las Aparicio,Bellezas indomables,Corazón Partido"
Cristina Michaus,"Búnker,Narcos: Mexico,Estela,Empire of Lies,El Dragón: Return of a Warrior,Bunker,Cuna de Lobos,La Reina del Sur,El Chapo,Tequila,Emperatriz,The Gold Mine,Un mexicano más,Tiempo final,Mujeres asesinas,Kada kien su karma,Teo's Journey,La sangre iluminada,Capillus,Lucía,Sea of Dreams,Cerramos a las dos,Tired of Kissing Frogs,Te apuesto y te gano,Clase 406,Espias en la ciudad,Náufragos,The Tiger of Santa Julia,To Love Too Much,Streeters,Broken Hearts,Anacronías,Leaving No Trace,To and Fro,Conejo,El trabajo me da risa,Señora,Tres veces Sofía,El burocrata,Lucas,Entre vivos y muertos,Que no quede huella,Su completa satisfacción o la devolución de su alma,Virgen de medianoche,El ultimo,De que color son tus ojos verdes?,El almohadon,El chilar,Retrato de una mentira,Venganza diabolica,Aurora,Morir para vivir,Hora marcada,Reencuentros,Una noche fuera"
Yuriria del Valle,"Donde los pájaros van a morir,Rebelde,Vivir toda la vida,No, porque me enamoro,Backdoor,Tijuana,Souvenir,Narcos: Mexico,Guie'dani's Navel,Water Lola,Club de Cuervos,Hilda,Prim, el asesinato de la calle del Turco,Dos Lunas,Rocío Dúrcal, volver a verte,Gravedad,Sin tetas no hay paraíso,Casi divas,La ropa sucia,Marina,Secondary Effects,Manos libres,La vida y obra de John H.,La vida es una canción,Casting... Busco fama,Me mirabas,Todos los aviones del mundo,La segunda noche,Pachito Rex: I'm Leaving But Not for Good,Un ojo al gato y otro al garabato,El Interminable Submarino Amarillo,Cuentos para solitarios,El bulto"
Miguel Islas,"Parientes a la Fuerza,Un Dia Para Vivir,Narcos: Mexico,Lo que la gente cuenta,Esta historia me suena,Yankee,Sin miedo a la verdad,Cómo Filmar Una XXX,Novia que te vea,Ni de aquí, ni de allá,Leticia"
Itza Sodi,"Donde Corre el Agua,The Envoys,Coyote,La Doña,Como Caído Del Cielo,Narcos: Mexico,Fear the Walking Dead,Amazonas,La vecina,La rosa de Guadalupe,Cena para Tres,Como dice el dicho,La mujer del Vendaval,Tear This Heart Out,Objetos perdidos"
Christopher Stanley,"Kick,American Horror Story,Narcos: Mexico,Suspicion,Waco,Lethal Weapon,American Crime,Comedy Bang! Bang!,Mad Men,Zero Dark Thirty,Argo,The Terrain,The Defenders,Lie to Me,Memphis Beat,Without a Trace,In Plain Sight,Boston Legal,24,Philly,Family Law,The X-Files,NYPD Blue,Promised Land,Cracker: Mind Over Murder,L.A. Doctors,Martial Law,Brooklyn South,The Practice,C-16: FBI,Sweet Evil,Silk Stalkings,Crosscut,Kangaroo Court,Death Merchants,DEA,Freddy's Nightmares,Murphy's Law"
Mike Doyle,"Pinball: The Man Who Saved the Game,You Can Stay Here If You Want,The Accidental Wolf,IVIP,New Amsterdam,City on a Hill,Ghost Bike,Narcos: Mexico,The Romanoffs,Elementary,Las Reinas,Odd Mom Out,Time After Time,Conviction,Lucifer,XX,Max Steel,Johnny Frank Garrett's Last Word,Amy Makes Three,The Advocate,The Track,Blindspot,Nocturna,The Invitation,Bereave,You're Not You,Unforgettable,Rush,Jersey Boys,The Blacklist,The Mentalist,Shameless,666 Park Avenue,The Good Wife,The Exhibitionists,Gayby,A Gifted Man,Paul the Male Matchmaker,The Whole Truth,The Onion News Network,The Orphan Killer,Union Square,Green Lantern,Lights Out,Civil Unions: A Love Story,Meet My Boyfriend!!!,Rabbit Hole,Alan Wake,Criminal Minds,In Plain Sight,Law & Order: Special Victims Unit,My Transient Life,In Treatment,Taking Chance,P.S. I Love You,Heavy Petting,Waterfront,Smith,5up 2down,Dealbreaker,Room Service,29th & Gay,Tides of War,Laws of Attraction,Shortcut to Happiness,Ed,Rubout,Cutter,Oz,Russo,Sex and the City,ER,Monday After the Miracle,Some Girl,Bella Mafia,Jenny,Titanic,A Loss of Innocence,ABC Afterschool Specials,Mobile Suit Gundam I"
Jorge de los Reyes,"Vigilia,La Discada de Rogelio Ramos,Before we reach the climax,Encuentros (Encounters),Narcos: Mexico,Tan lejos de Dios,Caer en tentación,Breathe,Respira,A la hora marcada,Érase una vez,The Candidate,Punto P,The Lilos,Tres Llamadas Perdidas,Transversales,Yo sé que puedo,Pinches Actores,La última noche de Silverio Cruz,Good Day, Ramon,Gajes del oficio,Cinco de Mayo, La Batalla,Reencarnación: Una historia de amor,XY. La revista,El encanto del águila,Bosquejos,Gritos de muerte y libertad,Mexican Dream,Sombras del cielo,Secondary Effects,Nikotina exxpress,Un mundo raro"
Luis Roberto Guzmán,"Perfecto anfitrión,Who Killed Sara?,La mexicana y el güero,¡Bienvenidos a 'La Mexicana y el Güero'! Detrás de cámaras,María Magdalena,Narcos: Mexico,Ingobernable,La Viuda Negra,El Hotel,Purasangre,Lo que la vida me robó,De Tu Voz,La Promesa,Infames,Mentes en shock,The Other Family,Hilos y cables,Sin ella,El Pantera,Amar a morir,Divina confusión,Gente bien... atascada,Alborada,Mujeres,Alegrijes y rebujos,Ladies' Night,Entre el amor y el odio,Acosada,Amigas y rivales,Blameless Love,Mujer, casos de la vida real,Siempre te amaré,Amores como todos los demas,Cuando despierta el amor,Flores de la noche"
Mariana Treviño,"A Man Called Ove,Once Upon a Time... But Not Anymore,Cecilia,100 días para enamorarnos,The House of Flowers,Narcos: Mexico,The League of 5,Noches con Platanito,Dedicada A Mi Ex,The Rodriguez and the Beyond,Polvo,Club de Cuervos,Perfect Strangers,The Ballad of Hugo Sánchez,Eres mi pasión,Overboard,How to Break Up with Your Douchebag,Bros,Tales of an Immoral Couple,You Will Know What to Do with Me,Una última y nos vamos,Elvira I Will Give You My Life But I'm Using It,Love of My Loves,Saturday Night Live México,Alguien Más,The Last Call,I Don't Know Whether to Slit My Wrists or Leave Them Long,Cásate conmigo, mi amor,Cuestión de Corbatas,Busco empleo,Luciana,Emprendedores,Los secretos de Göring"
Vladimir Rivera,"Narcos: Mexico,Coyote,Tigres"
Eugenio Rubio,"Supertitlán,Narcos: Mexico,Sobreamor,Sitiados: México,An Unknown Enemy"
Rodrigo Murray,"Infatuacion,Telephone,La Mujer de mí Vida,Inevitable,No fue mi culpa: México,Esta historia me suena,La Nave,Renta congelada,Grandma's Last Wishes,Dad Wanted,Here on Earth,Médicos, línea de vida,+Noche,Dani Who?,Grandma's Wedding,Diablo Guardián,Mi propósito eres tú (parodia),Mole de Olla, receta Original,Like, la leyenda,Narcos: Mexico,The Mongolian Conspiracy,Te juro que yo no fui,La jefa del Campeón,A ti te quería encontrar,Paramedicos,El Imperio Gay, La Desaparición,El último aliento,3 idiotas,Waking Up with You,La Hermandad,Satélite,Bang! Bang!,Señorita Pólvora,El cumple de la abuela,Cantinflas,La vida de una diva,Me Late Chocolate,Todas mías,Drenaje Profundo,Speed of Glory,Redención,El retrete de Elena,Chilango Chronicles,40° a la sombra,Lokas,El viaje de la nonna,Mujeres X,Las vecinas,Línea nocturna,Un mundo maravilloso,Padre nuestro,Rabbit on the Moon,Algún día, algún día,La heredera,Encrucijada,Sin sentido,Green Stones,En el país de no pasa nada,Amores perros,Todo el poder,Demasiado corazón,Parejas,La negra flor,Para usted jefa"
Sebastian Silveti,"Narcos: Mexico,On the Rocks,New Order,What's Good"
Claudio Roca,"Crónica De Unos Pies,Malverde: El Santo Patrón,Veintitontas,The secret ingredient,La Cuarta Puerta,Día 33,Hasta Que La Suerte Nos Separe,La Doña,Veinteañera: Divorciada y Fantástica,Tu Mata, Yo Limpio La Sangre,Tú y yo y nuestros mejores amigos,Díaz,Narcos: Mexico,Le vas a decir?,Lady of Steel,Papis muy padres,El Imperio Gay, La Desaparición,Los Hermanos Salvador,Hasta Que Te Conocí,Como dice el dicho,El Dandy,Texas Rising: General Santa Anna: Leading Mexico,Texas Rising,El color de la pasión,De que te quiero, te quiero,Mentir para vivir,La rosa de Guadalupe,Cachito de cielo,Así es la suerte"
Julián Arango,"El club de los graves,Narcos: Mexico,Loco Por Vos,El Man es Germán,Sebastián Yatra, Mau y Ricky: Ya no tiene novio,Narcos,Los Oriyinales,Anónima,Love & Coffee,Metástasis,Sofía y el Terco,Infiltrados,The Snitch Cartel,La Pola,Operation Checkmate,Las muñecas de la mafia,The Standard Man,Mujeres asesinas,Te amo Ana Elisa,El Cartel de los Sapos,Tiempo final,Una anomalía perfecta,Amas de casa desesperadas,Amores cruzados,Eco moda,El inutil,Yo soy Betty, la fea,Perro amor,Tiempos difíciles"
Alfonso Borbolla,"No Abras La Puerta,Pais Por Acidente,Del Bosque,Máscara vs Caballero,Sex, Shame and Tears 2,Búnker,Backdoor,Hangry XVÑERA,The Search,Narcos: Mexico,Un Papá Pirata,Crime Diaries: The Candidate,Selena's Secret,Atrapada,An Unknown Enemy,The Good Girls,Luis Miguel: The Series,El Cesar,The Kids Are Back,Club de Cuervos,Magnífico,You Will Know What to Do with Me,Sânge,Tiempos Felices,Cantinflas,Get Married If You Can,Saturday Night Live México,Sr. Ávila,El fantástico mundo de Juan Orol,Tooth for a Tooth,Hoy en Día,Bienvenida Realidad,Recto Recto Gancho,Soy tu fan,Los últimos,Mujer, casos de la vida real"
